file_name,title,source_url,page_count
1909.00694.pdf,Minimally Supervised Learning of Affective Events Using Discourse Relations,https://arxiv.org/pdf/1909.00694.pdf,8
2003.07723.pdf,"PO-EMO: Conceptualization, Annotation, and Modeling of Aesthetic Emotions in German and English Poetry",https://arxiv.org/pdf/2003.07723.pdf,12
1705.09665.pdf,Community Identity and User Engagement in a Multi-Community Landscape,https://arxiv.org/pdf/1705.09665.pdf,10
1908.06606.pdf,Question Answering based Clinical Text Structuring Using Pre-trained Language Model,https://arxiv.org/pdf/1908.06606.pdf,5
1811.00942.pdf,Progress and Tradeoffs in Neural Language Models,https://arxiv.org/pdf/1811.00942.pdf,5
1805.02400.pdf,Stay On-Topic: Generating Context-specific Fake Restaurant Reviews,https://arxiv.org/pdf/1805.02400.pdf,21
1907.05664.pdf,Saliency Maps Generation for Automatic Text Summarization,https://arxiv.org/pdf/1907.05664.pdf,5
1910.14497.pdf,Probabilistic Bias Mitigation in Word Embeddings,https://arxiv.org/pdf/1910.14497.pdf,7
1912.02481.pdf,Massive vs. Curated Word Embeddings for Low-Resourced Languages. The Case of Yor\`ub\'a and Twi,https://arxiv.org/pdf/1912.02481.pdf,9
1810.04528.pdf,Is there Gender bias and stereotype in Portuguese Word Embeddings?,https://arxiv.org/pdf/1810.04528.pdf,7
2002.02224.pdf,Citation Data of Czech Apex Courts,https://arxiv.org/pdf/2002.02224.pdf,7
2003.07433.pdf,LAXARY: A Trustworthy Explainable Twitter Analysis Model for Post-Traumatic Stress Disorder Assessment,https://arxiv.org/pdf/2003.07433.pdf,6
2003.12218.pdf,Comprehensive Named Entity Recognition on CORD-19 with Distant or Weak Supervision,https://arxiv.org/pdf/2003.12218.pdf,5
1904.09678.pdf,UniSent: Universal Adaptable Sentiment Lexica for 1000+ Languages,https://arxiv.org/pdf/1904.09678.pdf,9
2003.06651.pdf,Word Sense Disambiguation for 158 Languages using Word Embeddings Only,https://arxiv.org/pdf/2003.06651.pdf,10
1910.04269.pdf,Spoken Language Identification using ConvNets,https://arxiv.org/pdf/1910.04269.pdf,14
1906.00378.pdf,Unsupervised Bilingual Lexicon Induction from Mono-lingual Multimodal Data,https://arxiv.org/pdf/1906.00378.pdf,9
1912.13072.pdf,AraNet: A Deep Learning Toolkit for Arabic Social Media,https://arxiv.org/pdf/1912.13072.pdf,8
1712.09127.pdf,Generative Adversarial Nets for Multiple Text Corpora,https://arxiv.org/pdf/1712.09127.pdf,16
2001.00137.pdf,Stacked DeBERT: All Attention in Incomplete Data for Text Classification,https://arxiv.org/pdf/2001.00137.pdf,32
